Severity,Start_Time,Year,Month,Weekday,Hour,State,City,Weather_Condition,Temperature_F,Humidity_pct,Visibility_mi,Wind_Speed_mph,Precipitation_in,Sunrise_Sunset,Distance_mi
2,2022-12-27 00:18:00,2022,12,Tuesday,0,FL,Monticello,Fair,28.0,80.0,10.0,0.0,0.0,Night,0.402
2,2022-12-27 00:46:00,2022,12,Tuesday,0,PA,State College,Cloudy,19.0,71.0,10.0,0.0,0.0,Night,0.884
2,2022-12-27 05:28:00,2022,12,Tuesday,5,FL,Lake Mary,Fair,43.0,68.0,10.0,8.0,0.0,Night,0.009
2,2022-12-27 05:29:35,2022,12,Tuesday,5,NV,Sparks,Heavy Rain,45.0,90.0,6.0,17.0,0.15,Night,0.028
2,2022-12-27 06:04:04,2022,12,Tuesday,6,MT,Kalispell,Light Rain,34.0,100.0,3.0,5.0,0.05,Night,0.278
2,2022-12-27 06:47:22,2022,12,Tuesday,6,AZ,Goodyear,Partly Cloudy,48.0,66.0,10.0,7.0,,Night,0.026
2,2022-12-27 06:50:00,2022,12,Tuesday,6,IL,Chicago,Partly Cloudy,9.0,80.0,10.0,7.0,0.0,Night,1.864
2,2022-12-27 06:56:40,2022,12,Tuesday,6,ND,Hillsboro,Fair,10.0,84.0,6.0,17.0,0.0,Night,2.907
2,2022-12-27 07:34:00,2022,12,Tuesday,7,UT,Sandy,Mostly Cloudy,53.0,40.0,10.0,20.0,0.0,Night,1.227
2,2022-12-27 08:07:00,2022,12,Tuesday,8,CA,Esparto,Cloudy,50.0,100.0,3.0,20.0,0.01,Day,0.1639999999999999
2,2022-12-27 08:54:23,2022,12,Tuesday,8,OH,Mount Sterling,Cloudy,25.0,93.0,4.0,5.0,0.0,Day,1.267
2,2022-12-27 09:14:20,2022,12,Tuesday,9,NY,Malden Bridge,Cloudy,21.0,63.0,10.0,6.0,0.0,Day,0.217
2,2022-12-27 09:18:43,2022,12,Tuesday,9,IL,Calumet City,Fair,13.0,80.0,10.0,12.0,0.0,Day,0.8240000000000001
2,2022-12-27 09:23:00,2022,12,Tuesday,9,CA,Santa Barbara,Cloudy,60.0,78.0,9.0,0.0,0.0,Day,0.129
2,2022-12-27 09:56:26,2022,12,Tuesday,9,NY,Rochester,Light Snow,23.0,85.0,3.0,9.0,0.26,Day,0.327
2,2022-12-27 10:17:00,2022,12,Tuesday,10,CA,Hollister,Cloudy,52.0,100.0,4.0,0.0,0.0,Day,0.314
2,2022-12-27 10:34:57,2022,12,Tuesday,10,FL,Miami,Mostly Cloudy,61.0,93.0,10.0,8.0,0.0,Day,0.012
2,2022-12-27 10:42:49,2022,12,Tuesday,10,IN,Seymour,Cloudy,25.0,100.0,7.0,0.0,,Day,1.229
2,2022-12-27 10:44:00,2022,12,Tuesday,10,CA,Rancho Cordova,Cloudy / Windy,52.0,94.0,10.0,35.0,0.0,Day,0.094
2,2022-12-27 10:52:13,2022,12,Tuesday,10,AZ,Tempe,Mostly Cloudy,60.0,41.0,10.0,3.0,0.0,Day,0.074
2,2022-12-27 10:57:00,2022,12,Tuesday,10,UT,Heber City,,,,,,,Day,0.93
4,2022-12-27 11:15:00,2022,12,Tuesday,11,UT,Heber City,,,,,,,Day,0.125
2,2022-12-27 11:20:32,2022,12,Tuesday,11,TX,Houston,Fair,48.0,48.0,10.0,7.0,0.0,Day,0.063
2,2022-12-27 11:43:08,2022,12,Tuesday,11,VA,Sterling,Fair,40.0,36.0,10.0,5.0,0.0,Day,0.019
2,2022-12-27 11:55:00,2022,12,Tuesday,11,UT,Brigham City,Cloudy,44.0,76.0,5.0,,,Day,0.777
2,2022-12-27 12:21:18,2022,12,Tuesday,12,FL,Fort Myers,Fair,69.0,36.0,10.0,9.0,0.0,Day,0.068
2,2022-12-27 12:39:42,2022,12,Tuesday,12,IN,Greenfield,Cloudy,27.0,93.0,10.0,7.0,,Day,0.343
2,2022-12-27 12:42:00,2022,12,Tuesday,12,VA,Lorton,Fair,43.0,30.0,10.0,0.0,0.0,Day,0.805
2,2022-12-27 13:03:52,2022,12,Tuesday,13,NY,New York,Cloudy,33.0,46.0,10.0,5.0,0.0,Day,0.051
2,2022-12-27 13:04:00,2022,12,Tuesday,13,FL,Ruskin,Partly Cloudy,60.0,33.0,10.0,9.0,0.0,Day,0.485
2,2022-12-27 13:26:17,2022,12,Tuesday,13,IL,Lake Zurich,Fair,24.0,57.0,10.0,16.0,0.0,Day,0.004
2,2022-12-27 13:43:00,2022,12,Tuesday,13,PA,King of Prussia,Cloudy,33.0,56.0,10.0,9.0,0.0,Day,0.341
2,2022-12-27 13:43:00,2022,12,Tuesday,13,FL,Kissimmee,Cloudy,62.0,39.0,10.0,8.0,0.0,Day,0.011
2,2022-12-27 15:10:15,2022,12,Tuesday,15,OR,Maupin,Light Rain,49.0,69.0,10.0,16.0,0.02,Day,1.103
2,2022-12-27 15:11:30,2022,12,Tuesday,15,CA,Los Angeles,Light Rain,59.0,93.0,6.0,5.0,0.01,Day,0.545
4,2022-12-27 15:13:30,2022,12,Tuesday,15,CA,Rio Vista,Mostly Cloudy,57.0,83.0,5.0,14.0,0.0,Day,1.148
2,2022-12-27 15:40:00,2022,12,Tuesday,15,CA,Firebaugh,Light Rain,54.0,94.0,5.0,10.0,0.01,Day,1.344
2,2022-12-27 16:14:00,2022,12,Tuesday,16,CA,Huntington Park,Light Rain,60.0,90.0,3.0,0.0,0.03,Day,0.395
2,2022-12-27 16:30:23,2022,12,Tuesday,16,MD,Hagerstown,Cloudy,36.0,57.0,10.0,0.0,0.0,Day,0.162
2,2022-12-27 16:36:34,2022,12,Tuesday,16,VA,Jarratt,Fair,46.0,33.0,10.0,0.0,0.0,Day,0.105
2,2022-12-27 16:48:00,2022,12,Tuesday,16,TX,San Antonio,Fair,60.0,31.0,10.0,9.0,0.0,Day,2.383
2,2022-12-27 17:07:00,2022,12,Tuesday,17,FL,Clermont,Fair,61.0,38.0,10.0,8.0,0.0,Day,0.942
2,2022-12-27 17:21:24,2022,12,Tuesday,17,TN,Nashville,Fair,39.0,67.0,10.0,3.0,0.0,Night,0.447
2,2022-12-27 17:35:30,2022,12,Tuesday,17,VA,Greenville,Fair,36.0,59.0,10.0,5.0,0.0,Night,1.062
2,2022-12-27 17:35:38,2022,12,Tuesday,17,OK,Tulsa,Partly Cloudy,42.0,45.0,10.0,13.0,0.0,Night,0.074
2,2022-12-27 17:56:00,2022,12,Tuesday,17,CA,La Puente,Cloudy,60.0,93.0,4.0,0.0,0.0,Night,0.15
2,2022-12-27 18:32:18,2022,12,Tuesday,18,PA,Harleysville,,,,,,,Night,0.189
2,2022-12-27 18:49:52,2022,12,Tuesday,18,MN,Minneapolis,Mostly Cloudy,22.0,72.0,10.0,12.0,0.0,Night,1.277
2,2022-12-27 19:34:00,2022,12,Tuesday,19,CA,Salinas,Fair,55.0,89.0,8.0,0.0,0.0,Night,0.087
2,2022-12-27 19:36:42,2022,12,Tuesday,19,MT,Big Sky,,29.0,92.0,,8.0,0.04,Night,0.615
2,2022-12-27 20:35:00,2022,12,Tuesday,20,UT,Heber City,,,,,,,Night,0.884
2,2022-12-27 20:52:07,2022,12,Tuesday,20,OR,Buxton,Light Rain,43.0,97.0,10.0,8.0,0.0,Night,0.481
2,2022-12-27 21:11:00,2022,12,Tuesday,21,CA,Bakersfield,Fog,50.0,96.0,2.0,7.0,0.01,Night,0.168
2,2022-12-27 21:29:30,2022,12,Tuesday,21,CA,Chatsworth,Light Rain,55.0,83.0,10.0,0.0,0.0,Night,1.016
2,2022-12-27 21:32:00,2022,12,Tuesday,21,CA,Aptos,Partly Cloudy,47.0,100.0,8.0,5.0,0.0,Night,0.026
2,2022-12-27 21:53:00,2022,12,Tuesday,21,UT,Lindon,Light Rain,41.0,82.0,10.0,6.0,0.01,Night,0.659
2,2022-12-27 22:56:00,2022,12,Tuesday,22,CA,Glendale,Light Rain,55.0,93.0,4.0,0.0,0.02,Night,0.341
2,2022-12-28 01:07:06,2022,12,Wednesday,1,SC,Mullins,Fair,28.0,74.0,10.0,0.0,0.0,Night,0.156
2,2022-12-28 02:39:00,2022,12,Wednesday,2,CA,Rio Linda,Fog,43.0,100.0,1.0,0.0,0.0,Night,0.247
2,2022-12-28 05:39:00,2022,12,Wednesday,5,CA,Woodland Hills,Fog,50.0,93.0,0.25,0.0,0.0,Night,0.52
2,2022-12-28 05:53:12,2022,12,Wednesday,5,MN,Hastings,Fair,31.0,75.0,10.0,6.0,0.0,Night,0.024
2,2022-12-28 06:03:44,2022,12,Wednesday,6,SC,West Columbia,Fair,25.0,88.0,9.0,0.0,0.0,Night,0.01
2,2022-12-28 06:19:00,2022,12,Wednesday,6,GA,Atlanta,Fair,25.0,88.0,9.0,0.0,0.0,Night,0.782
2,2022-12-28 06:35:00,2022,12,Wednesday,6,MI,Flushing,Fair,30.0,75.0,10.0,12.0,0.0,Night,0.096
4,2022-12-28 07:58:00,2022,12,Wednesday,7,FL,Palm Coast,Fair,39.0,100.0,10.0,0.0,,Day,2.167
2,2022-12-28 08:09:24,2022,12,Wednesday,8,OH,New Albany,Partly Cloudy,28.0,78.0,10.0,6.0,0.0,Day,1.154
2,2022-12-28 08:33:00,2022,12,Wednesday,8,NY,Elmsford,Fair,33.0,64.0,10.0,6.0,0.0,Day,0.243
2,2022-12-28 08:42:46,2022,12,Wednesday,8,FL,Medley,Fair,65.0,78.0,10.0,3.0,0.0,Day,0.006
2,2022-12-28 08:54:00,2022,12,Wednesday,8,UT,Sevier,Cloudy,33.0,96.0,10.0,7.0,0.0,Day,0.428
2,2022-12-28 08:59:00,2022,12,Wednesday,8,MT,Bozeman,Cloudy,36.0,62.0,10.0,9.0,0.0,Day,3.354
2,2022-12-28 09:18:00,2022,12,Wednesday,9,NY,Clinton Corners,Fair,33.0,66.0,8.0,5.0,0.0,Day,0.056
2,2022-12-28 09:56:45,2022,12,Wednesday,9,TX,Tyler,Mostly Cloudy,55.0,72.0,10.0,17.0,0.0,Day,0.026
2,2022-12-28 10:12:00,2022,12,Wednesday,10,CA,Vacaville,Fair,51.0,68.0,10.0,3.0,0.0,Day,0.7759999999999999
2,2022-12-28 10:40:00,2022,12,Wednesday,10,CA,Montrose,Fair,56.0,77.0,10.0,7.0,0.0,Day,0.075
2,2022-12-28 10:49:37,2022,12,Wednesday,10,PA,Coatesville,Fair,39.0,52.0,10.0,8.0,0.0,Day,0.033
2,2022-12-28 10:58:00,2022,12,Wednesday,10,FL,Kissimmee,Fair,65.0,58.0,10.0,3.0,0.0,Day,0.509
2,2022-12-28 11:21:30,2022,12,Wednesday,11,PA,Philadelphia,Fair,41.0,55.0,10.0,10.0,0.0,Day,0.5579999999999999
2,2022-12-28 12:19:32,2022,12,Wednesday,12,MN,Saint Michael,Fair,36.0,75.0,10.0,13.0,0.0,Day,0.506
2,2022-12-28 12:57:00,2022,12,Wednesday,12,FL,Sarasota,Fair,74.0,43.0,10.0,12.0,0.0,Day,0.0819999999999999
2,2022-12-28 13:01:00,2022,12,Wednesday,13,CA,Whittier,Mostly Cloudy,63.0,63.0,10.0,3.0,0.0,Day,0.009
2,2022-12-28 13:15:30,2022,12,Wednesday,13,FL,Sarasota,Fair,74.0,43.0,10.0,12.0,0.0,Day,0.6
2,2022-12-28 13:41:13,2022,12,Wednesday,13,NC,Parkton,Fair,54.0,31.0,10.0,7.0,0.0,Day,2.297
2,2022-12-28 13:50:00,2022,12,Wednesday,13,FL,Orlando,Fair,73.0,37.0,10.0,5.0,0.0,Day,0.331
2,2022-12-28 14:07:00,2022,12,Wednesday,14,CA,Sonora,Fair,50.0,71.0,10.0,3.0,0.0,Day,0.086
2,2022-12-28 14:09:24,2022,12,Wednesday,14,OH,Columbus,Mostly Cloudy,42.0,53.0,10.0,13.0,0.0,Day,1.228
2,2022-12-28 14:16:00,2022,12,Wednesday,14,CA,West Sacramento,Fair,51.0,83.0,10.0,3.0,0.0,Day,0.081
2,2022-12-28 14:42:00,2022,12,Wednesday,14,OH,Cleveland,Fair,45.0,49.0,10.0,20.0,0.0,Day,1.027
2,2022-12-28 14:42:35,2022,12,Wednesday,14,VA,Arlington,Fair,50.0,39.0,10.0,5.0,0.0,Day,0.02
2,2022-12-28 15:25:56,2022,12,Wednesday,15,PA,Pottstown,,,,,,,Day,1.109
2,2022-12-28 15:31:00,2022,12,Wednesday,15,UT,Salina,,,,,,,Day,0.825
2,2022-12-28 16:29:30,2022,12,Wednesday,16,VA,Hampton,Fair,48.0,37.0,10.0,5.0,0.0,Day,1.232
2,2022-12-28 16:30:52,2022,12,Wednesday,16,AL,Hayden,Fair,57.0,45.0,10.0,9.0,0.0,Day,0.945
2,2022-12-28 16:42:00,2022,12,Wednesday,16,PA,Easton,Fair,40.0,51.0,10.0,5.0,0.0,Night,0.404
2,2022-12-28 16:46:00,2022,12,Wednesday,16,CA,Los Gatos,Mostly Cloudy,54.0,69.0,10.0,9.0,0.0,Day,0.021
2,2022-12-28 17:31:05,2022,12,Wednesday,17,FL,Panama City,Mostly Cloudy,61.0,60.0,8.0,5.0,0.0,Night,0.382
2,2022-12-28 17:51:46,2022,12,Wednesday,17,SC,Pineville,Fair,43.0,66.0,10.0,0.0,0.0,Night,0.102
2,2022-12-28 17:54:00,2022,12,Wednesday,17,CA,Ceres,Fair,50.0,80.0,10.0,0.0,0.0,Night,1.285
2,2022-12-28 18:06:05,2022,12,Wednesday,18,NC,Charlotte,Fair,48.0,46.0,10.0,5.0,0.0,Night,0.127
2,2022-12-28 18:18:00,2022,12,Wednesday,18,WA,Chehalis,Cloudy,45.0,93.0,10.0,7.0,0.0,Night,0.248
2,2022-12-28 18:25:15,2022,12,Wednesday,18,WI,Pewaukee,Fair,39.0,70.0,10.0,10.0,0.0,Night,1.006
2,2022-12-28 18:26:32,2022,12,Wednesday,18,TX,Houston,Mostly Cloudy,66.0,87.0,10.0,10.0,0.0,Night,0.008
2,2022-12-28 19:14:24,2022,12,Wednesday,19,OH,Cincinnati,Fair,43.0,56.0,10.0,5.0,0.0,Night,0.143
2,2022-12-28 19:18:33,2022,12,Wednesday,19,IL,Niles,Cloudy / Windy,44.0,68.0,10.0,21.0,0.0,Night,0.0069999999999999
2,2022-12-28 20:01:46,2022,12,Wednesday,20,FL,Fort Myers,Fair,67.0,66.0,10.0,7.0,0.0,Night,0.016
2,2022-12-28 20:17:32,2022,12,Wednesday,20,TX,Houston,Fair,63.0,93.0,10.0,7.0,0.0,Night,0.063
2,2022-12-28 20:43:17,2022,12,Wednesday,20,PA,Lansdale,Fair,30.0,83.0,10.0,0.0,0.0,Night,0.066
2,2022-12-28 21:19:00,2022,12,Wednesday,21,FL,Orlando,Fair,60.0,78.0,10.0,8.0,0.0,Night,0.056
2,2022-12-28 21:29:24,2022,12,Wednesday,21,MO,Saint Louis,Mostly Cloudy,52.0,59.0,10.0,20.0,0.0,Night,0.032
2,2022-12-28 21:41:00,2022,12,Wednesday,21,PA,Spartansburg,Fair,38.0,57.0,10.0,8.0,0.0,,0.131
2,2022-12-28 21:47:00,2022,12,Wednesday,21,CA,Walnut,Partly Cloudy,54.0,88.0,10.0,0.0,,Night,0.016
2,2022-12-28 22:00:33,2022,12,Wednesday,22,FL,Miami Gardens,Fair,69.0,68.0,10.0,8.0,0.0,Night,0.199
2,2022-12-28 23:06:34,2022,12,Wednesday,23,VA,Leesburg,Partly Cloudy,37.0,65.0,10.0,7.0,0.0,Night,0.076
2,2022-12-28 23:37:20,2022,12,Wednesday,23,NC,Raleigh,Fair,32.0,75.0,10.0,0.0,0.0,Night,0.092
2,2022-12-28 23:38:23,2022,12,Wednesday,23,CO,Golden,Light Snow,32.0,100.0,1.0,5.0,0.12,Night,0.413
2,2022-12-28 23:45:00,2022,12,Wednesday,23,CA,Lake Elsinore,Cloudy,50.0,100.0,10.0,0.0,0.0,Night,0.069
2,2022-12-28 23:47:00,2022,12,Wednesday,23,CA,Tulare,Fair,46.0,100.0,8.0,5.0,0.0,Night,0.654
2,2022-12-29 00:23:39,2022,12,Thursday,0,CO,Pueblo,Light Rain,39.0,82.0,10.0,15.0,0.0,Night,0.495
2,2022-12-29 01:17:00,2022,12,Thursday,1,OR,Ashland,Rain,39.0,93.0,4.0,6.0,0.03,Night,1.658
2,2022-12-29 05:31:00,2022,12,Thursday,5,CA,Rio Vista,Light Rain,46.0,100.0,3.0,6.0,0.0,Night,0.232
2,2022-12-29 09:09:00,2022,12,Thursday,9,FL,Jasper,Fair,49.0,97.0,10.0,3.0,0.0,Day,0.26
2,2022-12-29 09:19:24,2022,12,Thursday,9,OH,Jeffersonville,Cloudy,47.0,66.0,10.0,12.0,0.0,Day,7.588999999999999
2,2022-12-29 09:39:00,2022,12,Thursday,9,CA,Palmdale,,,,,,,Day,0.057
2,2022-12-29 09:44:00,2022,12,Thursday,9,FL,Seminole,Fair,63.0,75.0,10.0,6.0,0.0,Day,0.0819999999999999
2,2022-12-29 09:45:00,2022,12,Thursday,9,CA,Corona,Cloudy,55.0,86.0,10.0,8.0,0.0,Day,0.177
2,2022-12-29 10:20:30,2022,12,Thursday,10,CA,Ripon,Light Rain,48.0,93.0,2.0,10.0,0.0,Day,2.849
2,2022-12-29 10:34:00,2022,12,Thursday,10,FL,Palm City,Fair,77.0,50.0,10.0,12.0,0.0,Day,0.8859999999999999
2,2022-12-29 12:14:00,2022,12,Thursday,12,FL,Tampa,Fair,75.0,57.0,10.0,7.0,0.0,Day,0.033
2,2022-12-29 13:00:00,2022,12,Thursday,13,IL,Lake Zurich,Cloudy,58.0,78.0,10.0,17.0,0.0,Day,0.008
2,2022-12-29 13:39:35,2022,12,Thursday,13,PA,King of Prussia,,,,,,,Day,0.063
2,2022-12-29 14:11:30,2022,12,Thursday,14,MD,Abingdon,Fair,52.0,50.0,7.0,5.0,0.0,Day,0.7390000000000001
2,2022-12-29 14:13:00,2022,12,Thursday,14,TX,Austin,Mostly Cloudy,73.0,66.0,10.0,6.0,0.0,Day,0.034
2,2022-12-29 14:14:44,2022,12,Thursday,14,NY,West Harrison,Fair,50.0,41.0,10.0,7.0,0.0,Day,2.689
2,2022-12-29 14:25:00,2022,12,Thursday,14,WA,Seattle,Cloudy,46.0,86.0,8.0,0.0,0.01,Day,0.4920000000000001
2,2022-12-29 14:32:09,2022,12,Thursday,14,SC,Gaston,Fair,66.0,45.0,10.0,5.0,0.0,Day,1.366
2,2022-12-29 14:39:00,2022,12,Thursday,14,NC,North Wilkesboro,Fair,61.0,36.0,10.0,5.0,0.0,Day,0.08
2,2022-12-29 14:56:00,2022,12,Thursday,14,NC,Dunn,Fair,65.0,33.0,10.0,8.0,0.0,Day,1.306
2,2022-12-29 14:59:00,2022,12,Thursday,14,AZ,Williams,Light Snow,34.0,85.0,4.0,15.0,0.01,Day,1.218
2,2022-12-29 15:08:00,2022,12,Thursday,15,PA,New Cumberland,Fair,52.0,41.0,10.0,5.0,0.0,Day,1.332
2,2022-12-29 15:20:01,2022,12,Thursday,15,GA,Rincon,Partly Cloudy,71.0,42.0,10.0,8.0,0.0,Day,0.317
2,2022-12-29 15:28:30,2022,12,Thursday,15,CA,Long Beach,Cloudy,61.0,67.0,10.0,5.0,0.0,Day,3.695
2,2022-12-29 15:54:00,2022,12,Thursday,15,FL,Miami,Partly Cloudy,77.0,69.0,10.0,14.0,0.0,Day,0.6990000000000001
2,2022-12-29 16:09:35,2022,12,Thursday,16,MD,Suitland,Haze,55.0,38.0,3.0,6.0,0.0,Day,0.862
2,2022-12-29 16:17:00,2022,12,Thursday,16,UT,Herriman,Mostly Cloudy,39.0,55.0,10.0,12.0,0.0,Day,0.023
2,2022-12-29 16:18:00,2022,12,Thursday,16,NY,Rochester,Cloudy,51.0,59.0,10.0,7.0,0.0,Day,0.052
2,2022-12-29 16:41:00,2022,12,Thursday,16,TX,Austin,Cloudy,72.0,64.0,10.0,10.0,0.0,Day,0.032
2,2022-12-29 17:09:00,2022,12,Thursday,17,FL,Palm Harbor,Fair,74.0,59.0,10.0,3.0,0.0,Day,0.139
2,2022-12-29 17:20:37,2022,12,Thursday,17,PA,North Wales,,,,,,,Night,0.044
2,2022-12-29 17:22:30,2022,12,Thursday,17,CA,Stockton,Light Rain,52.0,86.0,10.0,9.0,0.0,Night,3.162
2,2022-12-29 18:01:52,2022,12,Thursday,18,TN,Nashville,Mostly Cloudy,57.0,74.0,10.0,8.0,0.0,Night,0.157
2,2022-12-29 18:04:00,2022,12,Thursday,18,CA,Palo Alto,Cloudy,54.0,88.0,10.0,7.0,,Night,0.031
2,2022-12-29 18:12:47,2022,12,Thursday,18,SC,Columbia,Fair,67.0,45.0,10.0,6.0,0.0,Night,0.138
2,2022-12-29 18:13:00,2022,12,Thursday,18,MD,Frederick,Fair,39.0,70.0,10.0,0.0,0.0,Night,0.019
2,2022-12-29 18:24:39,2022,12,Thursday,18,SC,Okatie,Partly Cloudy,55.0,58.0,10.0,10.0,0.0,Night,0.087
2,2022-12-29 19:50:30,2022,12,Thursday,19,CA,Hercules,Light Rain,51.0,96.0,9.0,3.0,0.01,Night,0.319
2,2022-12-29 20:24:00,2022,12,Thursday,20,CA,Watsonville,Light Rain,49.0,100.0,5.0,3.0,0.06,Night,0.015
2,2022-12-29 20:28:00,2022,12,Thursday,20,CA,Compton,Cloudy,60.0,75.0,10.0,3.0,0.0,Night,0.452
2,2022-12-29 21:05:58,2022,12,Thursday,21,MN,Willow River,Light Snow,32.0,87.0,2.0,0.0,0.02,Night,2.888
4,2022-12-29 22:18:27,2022,12,Thursday,22,MI,Eaton Rapids,Cloudy,52.0,84.0,10.0,13.0,0.0,Night,0.059
2,2022-12-29 22:19:00,2022,12,Thursday,22,FL,Hollywood,Partly Cloudy,75.0,79.0,10.0,12.0,0.0,Night,3.925
4,2022-12-29 23:11:09,2022,12,Thursday,23,MD,Catonsville,,39.0,73.0,,,0.0,Night,0.041
2,2022-12-30 00:13:54,2022,12,Friday,0,CO,Dumont,Fair,3.0,50.0,10.0,8.0,0.0,Night,0.32
2,2022-12-30 01:28:10,2022,12,Friday,1,NJ,Newark,Mostly Cloudy,44.0,58.0,10.0,3.0,0.0,Night,0.151
4,2022-12-30 02:35:00,2022,12,Friday,2,VA,Hampton,Fair,36.0,99.0,10.0,3.0,0.0,Night,0.215
2,2022-12-30 04:03:00,2022,12,Friday,4,CA,Riverbank,Cloudy,49.0,97.0,10.0,12.0,0.01,Night,0.178
2,2022-12-30 04:16:00,2022,12,Friday,4,CA,Vista,Cloudy,55.0,89.0,10.0,0.0,0.0,Night,0.072
2,2022-12-30 06:20:30,2022,12,Friday,6,FL,Jacksonville,Fair,45.0,97.0,4.0,0.0,0.0,Night,2.923
2,2022-12-30 07:02:53,2022,12,Friday,7,SC,Columbia,,,,,,0.0,Night,0.027
2,2022-12-30 07:48:30,2022,12,Friday,7,AZ,Phoenix,Cloudy,54.0,90.0,5.0,5.0,0.0,Day,1.629
2,2022-12-30 08:13:00,2022,12,Friday,8,CA,Sacramento,Fog / Windy,52.0,100.0,1.0,22.0,0.0,Day,0.028
2,2022-12-30 08:26:00,2022,12,Friday,8,CA,Riverside,Light Drizzle,52.0,100.0,4.0,0.0,0.0,Day,7.049
2,2022-12-30 08:48:53,2022,12,Friday,8,PA,Terre Hill,Mostly Cloudy,43.0,65.0,10.0,0.0,0.0,Day,0.015
2,2022-12-30 08:53:00,2022,12,Friday,8,VA,Mount Crawford,Fair,34.0,90.0,10.0,0.0,0.0,Day,3.918
4,2022-12-30 08:58:26,2022,12,Friday,8,IN,Seymour,Light Rain,52.0,82.0,8.0,10.0,,Day,3.571
2,2022-12-30 09:25:31,2022,12,Friday,9,SC,Latta,Fair,54.0,77.0,10.0,0.0,0.0,Day,2.369
2,2022-12-30 10:36:35,2022,12,Friday,10,VA,Manassas,Fair,50.0,59.0,10.0,6.0,0.0,Day,0.01
2,2022-12-30 10:38:00,2022,12,Friday,10,VA,Arlington,Fair,49.0,64.0,10.0,10.0,0.0,Day,1.06
4,2022-12-30 10:54:00,2022,12,Friday,10,NC,Ayden,Fair,57.0,72.0,10.0,0.0,0.0,Day,0.985
2,2022-12-30 11:00:00,2022,12,Friday,11,TX,Austin,Fair,59.0,62.0,10.0,0.0,0.0,Day,0.639
2,2022-12-30 11:09:00,2022,12,Friday,11,GA,Atlanta,Mostly Cloudy,56.0,84.0,9.0,6.0,0.0,Day,3.982
2,2022-12-30 11:33:00,2022,12,Friday,11,MI,Ann Arbor,Light Rain,51.0,89.0,6.0,12.0,0.01,Day,1.033
2,2022-12-30 11:41:04,2022,12,Friday,11,SC,Columbia,Cloudy,60.0,69.0,10.0,0.0,0.0,Day,0.087
2,2022-12-30 12:31:41,2022,12,Friday,12,MN,Minneapolis,Fair,21.0,68.0,10.0,9.0,0.0,Day,0.035
2,2022-12-30 12:35:04,2022,12,Friday,12,AZ,Tucson,Mostly Cloudy,60.0,55.0,10.0,3.0,0.0,Day,0.097
2,2022-12-30 12:42:35,2022,12,Friday,12,VA,Woodbridge,Fair,61.0,46.0,10.0,3.0,0.0,Day,0.028
2,2022-12-30 12:52:36,2022,12,Friday,12,NJ,Gloucester City,Partly Cloudy,54.0,53.0,10.0,5.0,0.0,Day,1.331
2,2022-12-30 12:54:35,2022,12,Friday,12,DC,Washington,Fair,59.0,46.0,10.0,7.0,0.0,Day,0.068
2,2022-12-30 13:00:00,2022,12,Friday,13,LA,Baton Rouge,Cloudy,62.0,93.0,10.0,7.0,0.0,Day,0.6759999999999999
2,2022-12-30 13:08:00,2022,12,Friday,13,FL,North Port,Fair,80.0,62.0,10.0,,0.0,Day,0.083
2,2022-12-30 13:15:00,2022,12,Friday,13,CA,San Francisco,Cloudy / Windy,61.0,93.0,10.0,23.0,0.0,Day,0.451
2,2022-12-30 13:44:00,2022,12,Friday,13,CA,Dobbins,Fog,50.0,100.0,0.5,9.0,0.0,Day,0.588
2,2022-12-30 13:55:00,2022,12,Friday,13,NJ,Secaucus,Fair,58.0,42.0,10.0,8.0,0.0,Day,3.0780000000000003
2,2022-12-30 13:58:00,2022,12,Friday,13,FL,Lee,Fair,75.0,46.0,10.0,10.0,0.0,Day,0.916
2,2022-12-30 14:04:08,2022,12,Friday,14,NC,Raleigh,Partly Cloudy,70.0,49.0,10.0,8.0,0.0,Day,0.387
2,2022-12-30 14:04:08,2022,12,Friday,14,GA,Duluth,Mostly Cloudy,57.0,81.0,10.0,8.0,0.0,Day,1.545
2,2022-12-30 14:11:00,2022,12,Friday,14,CA,North Hollywood,Cloudy,58.0,78.0,10.0,7.0,0.0,Day,1.219
2,2022-12-30 14:51:00,2022,12,Friday,14,NY,Brewster,Mostly Cloudy,64.0,35.0,10.0,3.0,0.0,Day,0.046
2,2022-12-30 15:02:00,2022,12,Friday,15,CA,Hesperia,Fair / Windy,61.0,55.0,7.0,29.0,0.0,Day,1.344
2,2022-12-30 15:15:46,2022,12,Friday,15,MD,Myersville,,,,,,,Day,1.283
2,2022-12-30 15:29:00,2022,12,Friday,15,FL,Kissimmee,Fair,78.0,66.0,10.0,10.0,0.0,Day,0.043
2,2022-12-30 15:33:00,2022,12,Friday,15,MI,Grand Rapids,Cloudy,42.0,82.0,8.0,12.0,0.0,Day,0.098
2,2022-12-30 15:46:30,2022,12,Friday,15,WV,Salt Rock,Fair,68.0,35.0,10.0,9.0,0.0,,1.026
2,2022-12-30 15:58:24,2022,12,Friday,15,NC,Matthews,Cloudy,65.0,56.0,10.0,0.0,0.0,Day,0.018
2,2022-12-30 16:09:00,2022,12,Friday,16,FL,Pensacola,Heavy Rain,62.0,93.0,1.0,,0.06,Day,0.373
2,2022-12-30 16:18:00,2022,12,Friday,16,OH,Columbus,Mostly Cloudy,57.0,67.0,10.0,5.0,0.0,Day,0.8590000000000001
